task_id,source_split,source_config,text,code_python,test_list,code_go,code_go_status,code_go_attempts,code_go_tests_passed,code_go_tests_failed,tests_go
167,test,sanitized,Write a python function to find the smallest power of 2 greater than or equal to n.,"def next_power_of_2(n): 
  if n and not n & (n - 1):
    return n

  count = 0
  while n != 0: 
    n >>= 1
    count += 1

  return 1 << count; ","[""assert next_power_of_2(0) == 1"", ""assert next_power_of_2(5) == 8"", ""assert next_power_of_2(17) == 32""]","package main

func next_power_of_2(n int) int {
	if n != 0 && (n&(n-1)) == 0 {
		return n
	}

	count := 0
	for n != 0 {
		n >>= 1
		count++
	}

	return 1 << count
}",success,1,3,0,"[{""python_test"": ""assert next_power_of_2(0) == 1"", ""generated_test"": ""result := next_power_of_2(0)\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert next_power_of_2(5) == 8"", ""generated_test"": ""result := next_power_of_2(5)\nexpected := 8\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert next_power_of_2(17) == 32"", ""generated_test"": ""result := next_power_of_2(17)\nexpected := 32\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
168,test,sanitized,Write a function to count the number of occurrences of a number in a given list.,"def frequency(a,x): 
    count = 0  
    for i in a: 
      if i == x: 
        count += 1

    return count ","[""assert frequency([1,2,3], 4) == 0"", ""assert frequency([1,2,2,3,3,3,4], 3) == 3"", ""assert frequency([0,1,2,3,1,2], 1) == 2""]","package main

func frequency(a []int, x int) int {
	count := 0
	for _, i := range a {
		if i == x {
			count++
		}
	}
	return count
}",success,1,3,0,"[{""python_test"": ""assert frequency([1,2,3], 4) == 0"", ""generated_test"": ""result := frequency([]int{1, 2, 3}, 4)\nexpected := 0\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert frequency([1,2,2,3,3,3,4], 3) == 3"", ""generated_test"": ""result := frequency([]int{1, 2, 2, 3, 3, 3, 4}, 3)\nexpected := 3\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert frequency([0,1,2,3,1,2], 1) == 2"", ""generated_test"": ""result := frequency([]int{0, 1, 2, 3, 1, 2}, 1)\nexpected := 2\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
170,test,sanitized,Write a function to find the sum of numbers in a list within a range specified by two indices.,"def sum_range_list(list1, m, n):                                                                                                                                                                                                
    sum_range = 0                                                                                                                                                                                                         
    for i in range(m, n+1, 1):                                                                                                                                                                                        
        sum_range += list1[i]                                                                                                                                                                                                  
    return sum_range   ","[""assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 8, 10) == 29"", ""assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 5, 7) == 16"", ""assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 7, 10) == 38""]","package main

func sum_range_list(list1 []int, m int, n int) int {
    sum_range := 0
    for i := m; i <= n; i++ {
        sum_range += list1[i]
    }
    return sum_range
}",success,1,3,0,"[{""python_test"": ""assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 8, 10) == 29"", ""generated_test"": ""result := sum_range_list([]int{2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12}, 8, 10)\nexpected := 29\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 5, 7) == 16"", ""generated_test"": ""result := sum_range_list([]int{2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12}, 5, 7)\nexpected := 16\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert sum_range_list([2,1,5,6,8,3,4,9,10,11,8,12], 7, 10) == 38"", ""generated_test"": ""result := sum_range_list([]int{2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12}, 7, 10)\nexpected := 38\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
171,test,sanitized,Write a function to find the perimeter of a regular pentagon from the length of its sides.,"import math
def perimeter_pentagon(a):
  perimeter=(5*a)
  return perimeter","[""assert perimeter_pentagon(5) == 25"", ""assert perimeter_pentagon(10) == 50"", ""assert perimeter_pentagon(15) == 75""]","package main

func perimeter_pentagon(a int) int {
	perimeter := 5 * a
	return perimeter
}",success,1,3,0,"[{""python_test"": ""assert perimeter_pentagon(5) == 25"", ""generated_test"": ""result := perimeter_pentagon(5)\nexpected := 25\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert perimeter_pentagon(10) == 50"", ""generated_test"": ""result := perimeter_pentagon(10)\nexpected := 50\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert perimeter_pentagon(15) == 75"", ""generated_test"": ""result := perimeter_pentagon(15)\nexpected := 75\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
172,test,sanitized,Write a function to count the number of occurence of the string 'std' in a given string.,"def count_occurance(s):
  count = 0
  for i in range(len(s) - 2):
    if (s[i] == 's' and s[i+1] == 't' and s[i+2] == 'd'):
      count = count + 1
  return count","[""assert count_occurance(\""letstdlenstdporstd\"") == 3"", ""assert count_occurance(\""truststdsolensporsd\"") == 1"", ""assert count_occurance(\""makestdsostdworthit\"") == 2"", ""assert count_occurance(\""stds\"") == 1"", ""assert count_occurance(\""\"") == 0""]","package main

func count_occurance(s string) int {
	count := 0
	for i := 0; i < len(s)-2; i++ {
		if s[i] == 's' && s[i+1] == 't' && s[i+2] == 'd' {
			count = count + 1
		}
	}
	return count
}",success,1,5,0,"[{""python_test"": ""assert count_occurance(\""letstdlenstdporstd\"") == 3"", ""generated_test"": ""result := count_occurance(\""letstdlenstdporstd\"")\nexpected := 3\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_occurance(\""truststdsolensporsd\"") == 1"", ""generated_test"": ""result := count_occurance(\""truststdsolensporsd\"")\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_occurance(\""makestdsostdworthit\"") == 2"", ""generated_test"": ""result := count_occurance(\""makestdsostdworthit\"")\nexpected := 2\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_occurance(\""stds\"") == 1"", ""generated_test"": ""result := count_occurance(\""stds\"")\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_occurance(\""\"") == 0"", ""generated_test"": ""result := count_occurance(\""\"")\nexpected := 0\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
222,test,sanitized,Write a function to check if all the elements in tuple have same data type or not.,"def check_type(test_tuple):
  res = True
  for ele in test_tuple:
    if not isinstance(ele, type(test_tuple[0])):
      res = False
      break
  return (res) ","[""assert check_type((5, 6, 7, 3, 5, 6) ) == True"", ""assert check_type((1, 2, \""4\"") ) == False"", ""assert check_type((3, 2, 1, 4, 5) ) == True""]","package main

import ""reflect""

func check_type(test_tuple []interface{}) bool {
	if len(test_tuple) == 0 {
		return true
	}
	
	firstType := reflect.TypeOf(test_tuple[0])
	
	for _, ele := range test_tuple {
		if reflect.TypeOf(ele) != firstType {
			return false
		}
	}
	
	return true
}",success,1,3,0,"[{""python_test"": ""assert check_type((5, 6, 7, 3, 5, 6) ) == True"", ""generated_test"": ""result := check_type([]interface{}{5, 6, 7, 3, 5, 6})\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check_type((1, 2, \""4\"") ) == False"", ""generated_test"": ""result := check_type([]interface{}{1, 2, \""4\""})\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check_type((3, 2, 1, 4, 5) ) == True"", ""generated_test"": ""result := check_type([]interface{}{3, 2, 1, 4, 5})\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
223,test,sanitized,"Write a function that takes in a sorted array, its length (n), and an element and returns whether the element is the majority element in the given sorted array. (The majority element is the element that occurs more than n/2 times.)","def is_majority(arr, n, x):
	i = binary_search(arr, 0, n-1, x)
	if i == -1:
		return False
	if ((i + n//2) <= (n -1)) and arr[i + n//2] == x:
		return True
	else:
		return False
def binary_search(arr, low, high, x):
	if high >= low:
		mid = (low + high)//2 
		if (mid == 0 or x > arr[mid-1]) and (arr[mid] == x):
			return mid
		elif x > arr[mid]:
			return binary_search(arr, (mid + 1), high, x)
		else:
			return binary_search(arr, low, (mid -1), x)
	return -1","[""assert is_majority([1, 2, 3, 3, 3, 3, 10], 7, 3) == True"", ""assert is_majority([1, 1, 2, 4, 4, 4, 6, 6], 8, 4) == False"", ""assert is_majority([1, 1, 1, 2, 2], 5, 1) == True"", ""assert is_majority([1, 1, 2, 2], 5, 1) == False""]","package main

func is_majority(arr []int, n int, x int) bool {
	i := binary_search(arr, 0, n-1, x)
	if i == -1 {
		return false
	}
	if (i+n/2) <= (n-1) && arr[i+n/2] == x {
		return true
	} else {
		return false
	}
}

func binary_search(arr []int, low int, high int, x int) int {
	if high >= low {
		mid := (low + high) / 2
		if (mid == 0 || x > arr[mid-1]) && (arr[mid] == x) {
			return mid
		} else if x > arr[mid] {
			return binary_search(arr, mid+1, high, x)
		} else {
			return binary_search(arr, low, mid-1, x)
		}
	}
	return -1
}",success,1,4,0,"[{""python_test"": ""assert is_majority([1, 2, 3, 3, 3, 3, 10], 7, 3) == True"", ""generated_test"": ""arr := []int{1, 2, 3, 3, 3, 3, 10}\nresult := is_majority(arr, 7, 3)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_majority([1, 1, 2, 4, 4, 4, 6, 6], 8, 4) == False"", ""generated_test"": ""result := is_majority([]int{1, 1, 2, 4, 4, 4, 6, 6}, 8, 4)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_majority([1, 1, 1, 2, 2], 5, 1) == True"", ""generated_test"": ""result := is_majority([]int{1, 1, 1, 2, 2}, 5, 1)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_majority([1, 1, 2, 2], 5, 1) == False"", ""generated_test"": ""result := is_majority([]int{1, 1, 2, 2}, 5, 1)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
224,test,sanitized,Write a python function to count the number of set bits (binary digits with value 1) in a given number.,"def count_Set_Bits(n): 
    count = 0
    while (n): 
        count += n & 1
        n >>= 1
    return count ","[""assert count_Set_Bits(2) == 1"", ""assert count_Set_Bits(4) == 1"", ""assert count_Set_Bits(6) == 2""]","package main

func count_Set_Bits(n int) int {
	count := 0
	for n != 0 {
		count += n & 1
		n >>= 1
	}
	return count
}",success,1,3,0,"[{""python_test"": ""assert count_Set_Bits(2) == 1"", ""generated_test"": ""result := count_Set_Bits(2)\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Set_Bits(4) == 1"", ""generated_test"": ""result := count_Set_Bits(4)\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Set_Bits(6) == 2"", ""generated_test"": ""result := count_Set_Bits(6)\nexpected := 2\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
226,test,sanitized,Write a python function to remove the characters which have odd index values of a given string.,"def odd_values_string(str):
  result = """" 
  for i in range(len(str)):
    if i % 2 == 0:
      result = result + str[i]
  return result","[""assert odd_values_string('abcdef') == 'ace'"", ""assert odd_values_string('python') == 'pto'"", ""assert odd_values_string('data') == 'dt'"", ""assert odd_values_string('lambs') == 'lms'""]","package main

func odd_values_string(str string) string {
	result := """"
	for i := 0; i < len(str); i++ {
		if i%2 == 0 {
			result = result + string(str[i])
		}
	}
	return result
}",success,1,4,0,"[{""python_test"": ""assert odd_values_string('abcdef') == 'ace'"", ""generated_test"": ""result := odd_values_string(\""abcdef\"")\nexpected := \""ace\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert odd_values_string('python') == 'pto'"", ""generated_test"": ""result := odd_values_string(\""python\"")\nexpected := \""pto\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert odd_values_string('data') == 'dt'"", ""generated_test"": ""result := odd_values_string(\""data\"")\nexpected := \""dt\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert odd_values_string('lambs') == 'lms'"", ""generated_test"": ""result := odd_values_string(\""lambs\"")\nexpected := \""lms\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
227,test,sanitized,Write a function to find minimum of three numbers.,"def min_of_three(a,b,c): 
      if (a <= b) and (a <= c): 
        smallest = a 
      elif (b <= a) and (b <= c): 
        smallest = b 
      else: 
        smallest = c 
      return smallest ","[""assert min_of_three(10,20,0)==0"", ""assert min_of_three(19,15,18)==15"", ""assert min_of_three(-10,-20,-30)==-30""]","package main

func min_of_three(a, b, c int) int {
	var smallest int
	if a <= b && a <= c {
		smallest = a
	} else if b <= a && b <= c {
		smallest = b
	} else {
		smallest = c
	}
	return smallest
}",success,1,3,0,"[{""python_test"": ""assert min_of_three(10,20,0)==0"", ""generated_test"": ""result := min_of_three(10, 20, 0)\nexpected := 0\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert min_of_three(19,15,18)==15"", ""generated_test"": ""result := min_of_three(19, 15, 18)\nexpected := 15\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert min_of_three(-10,-20,-30)==-30"", ""generated_test"": ""result := min_of_three(-10, -20, -30)\nexpected := -30\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
228,test,sanitized,Write a python function to check whether all the bits are unset in the given range or not.,"def all_Bits_Set_In_The_Given_Range(n,l,r):  
    num = (((1 << r) - 1) ^ ((1 << (l - 1)) - 1)) 
    new_num = n & num
    if (new_num == 0): 
        return True
    return False","[""assert all_Bits_Set_In_The_Given_Range(4,1,2) == True"", ""assert all_Bits_Set_In_The_Given_Range(17,2,4) == True"", ""assert all_Bits_Set_In_The_Given_Range(39,4,6) == False""]","package main

func all_Bits_Set_In_The_Given_Range(n, l, r int) bool {
	num := ((1 << r) - 1) ^ ((1 << (l - 1)) - 1)
	new_num := n & num
	if new_num == 0 {
		return true
	}
	return false
}",success,1,3,0,"[{""python_test"": ""assert all_Bits_Set_In_The_Given_Range(4,1,2) == True"", ""generated_test"": ""result := all_Bits_Set_In_The_Given_Range(4, 1, 2)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert all_Bits_Set_In_The_Given_Range(17,2,4) == True"", ""generated_test"": ""result := all_Bits_Set_In_The_Given_Range(17, 2, 4)\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert all_Bits_Set_In_The_Given_Range(39,4,6) == False"", ""generated_test"": ""result := all_Bits_Set_In_The_Given_Range(39, 4, 6)\nexpected := false\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
229,test,sanitized,"Write a function that takes in an array and an integer n, and re-arranges the first n elements of the given array so that all negative elements appear before positive ones, and where the relative order among negative and positive elements is preserved.","def re_arrange_array(arr, n):
  j=0
  for i in range(0, n):
    if (arr[i] < 0):
      temp = arr[i]
      arr[i] = arr[j]
      arr[j] = temp
      j = j + 1
  return arr","[""assert re_arrange_array([-1, 2, -3, 4, 5, 6, -7, 8, 9], 9) == [-1, -3, -7, 4, 5, 6, 2, 8, 9]"", ""assert re_arrange_array([12, -14, -26, 13, 15], 5) == [-14, -26, 12, 13, 15]"", ""assert re_arrange_array([10, 24, 36, -42, -39, -78, 85], 7) == [-42, -39, -78, 10, 24, 36, 85]""]","package main

func re_arrange_array(arr []int, n int) []int {
	j := 0
	for i := 0; i < n; i++ {
		if arr[i] < 0 {
			temp := arr[i]
			arr[i] = arr[j]
			arr[j] = temp
			j = j + 1
		}
	}
	return arr
}",success,1,3,0,"[{""python_test"": ""assert re_arrange_array([-1, 2, -3, 4, 5, 6, -7, 8, 9], 9) == [-1, -3, -7, 4, 5, 6, 2, 8, 9]"", ""generated_test"": ""arr := []int{-1, 2, -3, 4, 5, 6, -7, 8, 9}\nexpected := []int{-1, -3, -7, 4, 5, 6, 2, 8, 9}\nresult := re_arrange_array(arr, 9)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := 0; i < len(expected); i++ {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert re_arrange_array([12, -14, -26, 13, 15], 5) == [-14, -26, 12, 13, 15]"", ""generated_test"": ""result := re_arrange_array([]int{12, -14, -26, 13, 15}, 5)\nexpected := []int{-14, -26, 12, 13, 15}\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert re_arrange_array([10, 24, 36, -42, -39, -78, 85], 7) == [-42, -39, -78, 10, 24, 36, 85]"", ""generated_test"": ""input := []int{10, 24, 36, -42, -39, -78, 85}\nexpected := []int{-42, -39, -78, 10, 24, 36, 85}\nresult := re_arrange_array(input, 7)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
