task_id,source_split,source_config,text,code_python,test_list,code_go,code_go_status,code_go_attempts,code_go_tests_passed,code_go_tests_failed,code_java,code_java_status,code_java_attempts,code_java_tests_passed,code_java_tests_failed,code_javascript,code_javascript_status,code_javascript_attempts,code_javascript_tests_passed,code_javascript_tests_failed,code_ruby,code_ruby_status,code_ruby_attempts,code_ruby_tests_passed,code_ruby_tests_failed,code_rust,code_rust_status,code_rust_attempts,code_rust_tests_passed,code_rust_tests_failed,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed
116,test,sanitized,Write a function to convert a given tuple of positive integers into a single integer.,"def tuple_to_int(nums):
    result = int(''.join(map(str,nums)))
    return result","[""assert tuple_to_int((1,2,3))==123"", ""assert tuple_to_int((4,5,6))==456"", ""assert tuple_to_int((5,6,7))==567""]","package main

import (
	""strconv""
	""strings""
)

func tuple_to_int(nums []int) int {
	var parts []string
	for _, n := range nums {
		parts = append(parts, strconv.Itoa(n))
	}
	result, _ := strconv.Atoi(strings.Join(parts, """"))
	return result
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int tuple_to_int(int[] nums) {
        StringBuilder sb = new StringBuilder();
        for (int num : nums) {
            sb.append(num);
        }
        return Integer.parseInt(sb.toString());
    }
}",success,1,3,0,"function tuple_to_int(nums) {
    const result = parseInt(nums.map(String).join(''));
    return result;
}",success,1,3,0,"def tuple_to_int(nums)
  nums.map(&:to_s).join.to_i
end",success,1,3,0,"pub fn tuple_to_int(nums: &[u32]) -> u64 {
    let result_str: String = nums.iter().map(|n| n.to_string()).collect();
    result_str.parse().unwrap_or(0)
}",success,1,3,0,"function tuple_to_int(nums: number[]): number {
    const result = parseInt(nums.map(num => num.toString()).join(''), 10);
    return result;
}",success,1,3,0
117,test,sanitized,Write a function to convert all possible convertible elements in a list of lists to floats.,"def list_to_float(test_list):
  res = []
  for tup in test_list:
    temp = []
    for ele in tup:
      if ele.isalpha():
        temp.append(ele)
      else:
        temp.append(float(ele))
    res.append((temp[0],temp[1])) 
  return res","[""assert list_to_float( [(\""3\"", \""4\""), (\""1\"", \""26.45\""), (\""7.32\"", \""8\""), (\""4\"", \""8\"")] ) == [(3.0, 4.0), (1.0, 26.45), (7.32, 8.0), (4.0, 8.0)]"", ""assert list_to_float( [(\""4\"", \""4\""), (\""2\"", \""27\""), (\""4.12\"", \""9\""), (\""7\"", \""11\"")] ) == [(4.0, 4.0), (2.0, 27.0), (4.12, 9.0), (7.0, 11.0)]"", ""assert list_to_float( [(\""6\"", \""78\""), (\""5\"", \""26.45\""), (\""1.33\"", \""4\""), (\""82\"", \""13\"")] ) == [(6.0, 78.0), (5.0, 26.45), (1.33, 4.0), (82.0, 13.0)]""]","package main

import (
	""strconv""
	""unicode""
)

func isAlpha(s string) bool {
	for _, r := range s {
		if !unicode.IsLetter(r) {
			return false
		}
	}
	return len(s) > 0
}

func list_to_float(test_list [][2]string) [][2]interface{} {
	res := make([][2]interface{}, 0)
	for _, tup := range test_list {
		var temp [2]interface{}
		for i, ele := range tup {
			if isAlpha(ele) {
				temp[i] = ele
			} else {
				f, _ := strconv.ParseFloat(ele, 64)
				temp[i] = f
			}
		}
		res = append(res, temp)
	}
	return res
}",success,1,3,0,"import java.util.ArrayList;

class Solution {
    public static ArrayList<Object[]> list_to_float(String[][] test_list) {
        ArrayList<Object[]> res = new ArrayList<>();
        for (String[] tup : test_list) {
            ArrayList<Object> temp = new ArrayList<>();
            for (String ele : tup) {
                if (isAlpha(ele)) {
                    temp.add(ele);
                } else {
                    temp.add(Double.parseDouble(ele));
                }
            }
            res.add(new Object[]{temp.get(0), temp.get(1)});
        }
        return res;
    }
    
    private static boolean isAlpha(String s) {
        if (s == null || s.isEmpty()) {
            return false;
        }
        for (char c : s.toCharArray()) {
            if (!Character.isLetter(c)) {
                return false;
            }
        }
        return true;
    }
}",success,1,3,0,"function list_to_float(test_list) {
  let res = [];
  for (let tup of test_list) {
    let temp = [];
    for (let ele of tup) {
      if (/^[a-zA-Z]+$/.test(ele)) {
        temp.push(ele);
      } else {
        temp.push(parseFloat(ele));
      }
    }
    res.push([temp[0], temp[1]]);
  }
  return res;
}",success,1,3,0,"def list_to_float(test_list)
  res = []
  test_list.each do |tup|
    temp = []
    tup.each do |ele|
      if ele.match?(/\A[a-zA-Z]+\z/)
        temp.append(ele)
      else
        temp.append(ele.to_f)
      end
    end
    res.append([temp[0], temp[1]])
  end
  res
end",success,1,3,0,"pub fn list_to_float(test_list: Vec<(&str, &str)>) -> Vec<(f64, f64)> {
    let mut res = Vec::new();
    for tup in test_list {
        let first = if tup.0.chars().all(|c| c.is_alphabetic()) {
            panic!(""Cannot convert alphabetic string to float in tuple position"");
        } else {
            tup.0.parse::<f64>().unwrap()
        };
        let second = if tup.1.chars().all(|c| c.is_alphabetic()) {
            panic!(""Cannot convert alphabetic string to float in tuple position"");
        } else {
            tup.1.parse::<f64>().unwrap()
        };
        res.push((first, second));
    }
    res
}",success,1,3,0,"function list_to_float(test_list: [string, string][]): [number | string, number | string][] {
  const res: [number | string, number | string][] = [];
  for (const tup of test_list) {
    const temp: (number | string)[] = [];
    for (const ele of tup) {
      if (/^[a-zA-Z]+$/.test(ele)) {
        temp.push(ele);
      } else {
        temp.push(parseFloat(ele));
      }
    }
    res.push([temp[0], temp[1]]);
  }
  return res;
}",success,1,3,0
118,test,sanitized,Write a function to convert a string to a list of strings split on the space character.,"def string_to_list(string): 
    lst = list(string.split("" "")) 
    return lst","[""assert string_to_list(\""python programming\"")==['python','programming']"", ""assert string_to_list(\""lists tuples strings\"")==['lists','tuples','strings']"", ""assert string_to_list(\""write a program\"")==['write','a','program']""]","package main

import (
	""strings""
)

func string_to_list(s string) []string {
	return strings.Split(s, "" "")
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static ArrayList<String> string_to_list(String string) {
        String[] parts = string.split("" "");
        ArrayList<String> lst = new ArrayList<>(Arrays.asList(parts));
        return lst;
    }
}",success,1,3,0,"function string_to_list(string) {
    return string.split("" "");
}",success,1,3,0,"def string_to_list(string)
  string.split("" "")
end",success,1,3,0,"pub fn string_to_list(string: &str) -> Vec<String> {
    string.split("" "").map(|s| s.to_string()).collect()
}",success,1,3,0,"function string_to_list(string: string): string[] {
    const lst: string[] = string.split("" "");
    return lst;
}",success,1,3,0
119,test,sanitized,Write a python function to find the element that appears only once in a sorted array.,"def search(arr):
    n = len(arr)
    XOR = 0
    for i in range(n) :
        XOR = XOR ^ arr[i]
    return (XOR)","[""assert search([1,1,2,2,3]) == 3"", ""assert search([1,1,3,3,4,4,5,5,7,7,8]) == 8"", ""assert search([1,2,2,3,3,4,4]) == 1""]","package main

func search(arr []int) int {
	XOR := 0
	for i := 0; i < len(arr); i++ {
		XOR = XOR ^ arr[i]
	}
	return XOR
}",success,1,3,0,"import java.util.ArrayList;

public class Solution {
    public static int search(int[] arr) {
        int n = arr.length;
        int XOR = 0;
        for (int i = 0; i < n; i++) {
            XOR = XOR ^ arr[i];
        }
        return XOR;
    }
    
    public static int search(ArrayList<Integer> arr) {
        int n = arr.size();
        int XOR = 0;
        for (int i = 0; i < n; i++) {
            XOR = XOR ^ arr.get(i);
        }
        return XOR;
    }
}",success,1,3,0,"function search(arr) {
    const n = arr.length;
    let XOR = 0;
    for (let i = 0; i < n; i++) {
        XOR = XOR ^ arr[i];
    }
    return XOR;
}",success,1,3,0,"def search(arr)
  arr.reduce(0, :^)
end",success,1,3,0,"pub fn search(arr: &[i32]) -> i32 {
    let mut xor = 0;
    for &item in arr {
        xor ^= item;
    }
    xor
}",success,1,3,0,"function search(arr: number[]): number {
    const n = arr.length;
    let XOR = 0;
    for (let i = 0; i < n; i++) {
        XOR = XOR ^ arr[i];
    }
    return XOR;
}",success,1,3,0
120,test,sanitized,Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.,"def max_product_tuple(list1):
    result_max = max([abs(x * y) for x, y in list1] )
    return result_max","[""assert max_product_tuple([(2, 7), (2, 6), (1, 8), (4, 9)] )==36"", ""assert max_product_tuple([(10,20), (15,2), (5,10)] )==200"", ""assert max_product_tuple([(11,44), (10,15), (20,5), (12, 9)] )==484""]","package main

func max_product_tuple(list1 [][2]int) int {
	if len(list1) == 0 {
		return 0
	}
	
	maxProduct := abs(list1[0][0] * list1[0][1])
	
	for _, pair := range list1 {
		product := abs(pair[0] * pair[1])
		if product > maxProduct {
			maxProduct = product
		}
	}
	
	return maxProduct
}

func abs(x int) int {
	if x < 0 {
		return -x
	}
	return x
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int max_product_tuple(ArrayList<int[]> list1) {
        int result_max = Integer.MIN_VALUE;
        for (int[] pair : list1) {
            int product = Math.abs(pair[0] * pair[1]);
            if (product > result_max) {
                result_max = product;
            }
        }
        return result_max;
    }
}",success,1,3,0,"function max_product_tuple(list1) {
    const products = list1.map(([x, y]) => Math.abs(x * y));
    return Math.max(...products);
}",success,1,3,0,"def max_product_tuple(list1)
  list1.map { |x, y| (x * y).abs }.max
end",success,1,3,0,"pub fn max_product_tuple(list1: &[(i32, i32)]) -> i32 {
    list1
        .iter()
        .map(|(x, y)| (x * y).abs())
        .max()
        .unwrap_or(0)
}",success,1,3,0,"function max_product_tuple(list1: [number, number][]): number {
    const products = list1.map(([x, y]) => Math.abs(x * y));
    return Math.max(...products);
}",success,1,3,0
123,test,sanitized,Write a function to sum all amicable numbers from 1 to a specified number.,"def amicable_numbers_sum(limit):
    if not isinstance(limit, int):
        return ""Input is not an integer!""
    if limit < 1:
        return ""Input must be bigger than 0!""
    amicables = set()
    for num in range(2, limit+1):
        if num in amicables:
            continue
        sum_fact = sum([fact for fact in range(1, num) if num % fact == 0])
        sum_fact2 = sum([fact for fact in range(1, sum_fact) if sum_fact % fact == 0])
        if num == sum_fact2 and num != sum_fact:
            amicables.add(num)
            amicables.add(sum_fact2)
    return sum(amicables)","[""assert amicable_numbers_sum(999)==504"", ""assert amicable_numbers_sum(9999)==31626"", ""assert amicable_numbers_sum(99)==0""]","package main

func amicable_numbers_sum(limit int) int {
	if limit < 1 {
		return -1
	}
	
	amicables := make(map[int]bool)
	
	for num := 2; num <= limit; num++ {
		if amicables[num] {
			continue
		}
		
		sum_fact := 0
		for fact := 1; fact < num; fact++ {
			if num%fact == 0 {
				sum_fact += fact
			}
		}
		
		sum_fact2 := 0
		for fact := 1; fact < sum_fact; fact++ {
			if sum_fact%fact == 0 {
				sum_fact2 += fact
			}
		}
		
		if num == sum_fact2 && num != sum_fact {
			amicables[num] = true
			amicables[sum_fact] = true
		}
	}
	
	total := 0
	for num := range amicables {
		total += num
	}
	
	return total
}",success,1,3,0,"import java.util.HashSet;

public class Solution {
    public static Object amicable_numbers_sum(Object limitObj) {
        if (!(limitObj instanceof Integer)) {
            return ""Input is not an integer!"";
        }
        int limit = (Integer) limitObj;
        if (limit < 1) {
            return ""Input must be bigger than 0!"";
        }
        HashSet<Integer> amicables = new HashSet<>();
        for (int num = 2; num <= limit; num++) {
            if (amicables.contains(num)) {
                continue;
            }
            int sum_fact = 0;
            for (int fact = 1; fact < num; fact++) {
                if (num % fact == 0) {
                    sum_fact += fact;
                }
            }
            int sum_fact2 = 0;
            for (int fact = 1; fact < sum_fact; fact++) {
                if (sum_fact % fact == 0) {
                    sum_fact2 += fact;
                }
            }
            if (num == sum_fact2 && num != sum_fact) {
                amicables.add(num);
                amicables.add(sum_fact2);
            }
        }
        int total = 0;
        for (int n : amicables) {
            total += n;
        }
        return total;
    }
}",success,1,3,0,"function amicable_numbers_sum(limit) {
    if (!Number.isInteger(limit)) {
        return ""Input is not an integer!"";
    }
    if (limit < 1) {
        return ""Input must be bigger than 0!"";
    }
    const amicables = new Set();
    for (let num = 2; num <= limit; num++) {
        if (amicables.has(num)) {
            continue;
        }
        let sum_fact = 0;
        for (let fact = 1; fact < num; fact++) {
            if (num % fact === 0) {
                sum_fact += fact;
            }
        }
        let sum_fact2 = 0;
        for (let fact = 1; fact < sum_fact; fact++) {
            if (sum_fact % fact === 0) {
                sum_fact2 += fact;
            }
        }
        if (num === sum_fact2 && num !== sum_fact) {
            amicables.add(num);
            amicables.add(sum_fact2);
        }
    }
    let total = 0;
    for (const val of amicables) {
        total += val;
    }
    return total;
}",success,1,3,0,"def amicable_numbers_sum(limit)
  return ""Input is not an integer!"" unless limit.is_a?(Integer)
  return ""Input must be bigger than 0!"" if limit < 1
  
  amicables = Set.new
  
  (2..limit).each do |num|
    next if amicables.include?(num)
    
    sum_fact = (1...num).select { |fact| num % fact == 0 }.sum
    sum_fact2 = (1...sum_fact).select { |fact| sum_fact % fact == 0 }.sum
    
    if num == sum_fact2 && num != sum_fact
      amicables.add(num)
      amicables.add(sum_fact2)
    end
  end
  
  amicables.sum
end

require 'set'",success,1,3,0,"use std::collections::HashSet;

pub fn amicable_numbers_sum(limit: i32) -> Result<i32, &'static str> {
    if limit < 1 {
        return Err(""Input must be bigger than 0!"");
    }
    
    let mut amicables: HashSet<i32> = HashSet::new();
    
    for num in 2..=limit {
        if amicables.contains(&num) {
            continue;
        }
        
        let sum_fact: i32 = (1..num).filter(|&fact| num % fact == 0).sum();
        let sum_fact2: i32 = (1..sum_fact).filter(|&fact| sum_fact % fact == 0).sum();
        
        if num == sum_fact2 && num != sum_fact {
            amicables.insert(num);
            amicables.insert(sum_fact2);
        }
    }
    
    Ok(amicables.iter().sum())
}",success,1,3,0,"function amicable_numbers_sum(limit: number): number | string {
    if (!Number.isInteger(limit)) {
        return ""Input is not an integer!"";
    }
    if (limit < 1) {
        return ""Input must be bigger than 0!"";
    }
    
    const amicables: Set<number> = new Set();
    
    for (let num = 2; num <= limit; num++) {
        if (amicables.has(num)) {
            continue;
        }
        
        let sum_fact = 0;
        for (let fact = 1; fact < num; fact++) {
            if (num % fact === 0) {
                sum_fact += fact;
            }
        }
        
        let sum_fact2 = 0;
        for (let fact = 1; fact < sum_fact; fact++) {
            if (sum_fact % fact === 0) {
                sum_fact2 += fact;
            }
        }
        
        if (num === sum_fact2 && num !== sum_fact) {
            amicables.add(num);
            amicables.add(sum_fact2);
        }
    }
    
    let total = 0;
    for (const n of amicables) {
        total += n;
    }
    return total;
}",success,1,3,0
124,test,sanitized,Write a function to get the angle of a complex number.,"import cmath
def angle_complex(a,b):
  cn=complex(a,b)
  angle=cmath.phase(a+b)
  return angle","[""assert math.isclose(angle_complex(0,1j), 1.5707963267948966, rel_tol=0.001)"", ""assert math.isclose(angle_complex(2,1j), 0.4636476090008061, rel_tol=0.001)"", ""assert math.isclose(angle_complex(0,2j), 1.5707963267948966, rel_tol=0.001)""]","package main

import (
	""math""
	""math/cmplx""
)

func angle_complex(a, b complex128) float64 {
	return cmplx.Phase(a + b)
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static double angle_complex(double a, double b) {
        // Based on the test cases, b is passed as an imaginary number (like 1j)
        // In the Python code, it creates complex(a,b) but then calculates phase(a+b)
        // Looking at test cases: angle_complex(0, 1j) expects ~1.5707 (pi/2)
        // This means when a=0 and b=1j, a+b = 0+1j, and phase of that is pi/2
        // So the function expects b to represent the imaginary part
        
        // In Java, we interpret this as: a is the real part, b is the imaginary coefficient
        // phase of a complex number (real, imag) = atan2(imag, real)
        return Math.atan2(b, a);
    }
}",success,1,3,0,"function angle_complex(a, b) {
  const result = a + b;
  let real, imag;
  
  if (typeof result === 'object' && result !== null && 'real' in result && 'imag' in result) {
    real = result.real;
    imag = result.imag;
  } else if (typeof result === 'number') {
    real = result;
    imag = 0;
  } else {
    // Handle complex number addition
    // In Python, when adding a number and a complex (like 0 + 1j), we get a complex
    // JavaScript doesn't have native complex numbers, so we need to handle this
    
    // Check if a or b are complex-like objects
    let aReal = typeof a === 'number' ? a : (a.real || 0);
    let aImag = typeof a === 'number' ? 0 : (a.imag || 0);
    let bReal = typeof b === 'number' ? b : (b.real || 0);
    let bImag = typeof b === 'number' ? 0 : (b.imag || 0);
    
    real = aReal + bReal;
    imag = aImag + bImag;
  }
  
  return Math.atan2(imag, real);
}",success,1,3,0,"def angle_complex(a, b)
  cn = Complex(a, b)
  (a + b).arg
end",success,1,3,0,"pub fn angle_complex(a: f64, b: f64) -> f64 {
    b.atan2(a)
}",success,2,3,0,"function angle_complex(a: number, b: number): number {
  return Math.atan2(b, a);
}",success,2,3,0
125,test,sanitized,Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.,"def find_length(string): 
	n = len(string)
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0","[""assert find_length(\""11000010001\"") == 6"", ""assert find_length(\""10111\"") == 1"", ""assert find_length(\""11011101100101\"") == 2""]","package main

func find_length(s string) int {
	n := len(s)
	current_sum := 0
	max_sum := 0
	
	for i := 0; i < n; i++ {
		if s[i] == '0' {
			current_sum += 1
		} else {
			current_sum += -1
		}
		
		if current_sum < 0 {
			current_sum = 0
		}
		
		if current_sum > max_sum {
			max_sum = current_sum
		}
	}
	
	if max_sum != 0 {
		return max_sum
	}
	return 0
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int find_length(String string) {
        int n = string.length();
        int current_sum = 0;
        int max_sum = 0;
        for (int i = 0; i < n; i++) {
            current_sum += (string.charAt(i) == '0' ? 1 : -1);
            if (current_sum < 0) {
                current_sum = 0;
            }
            max_sum = Math.max(current_sum, max_sum);
        }
        return max_sum != 0 ? max_sum : 0;
    }
}",success,1,3,0,"function find_length(string) {
    const n = string.length;
    let current_sum = 0;
    let max_sum = 0;
    for (let i = 0; i < n; i++) {
        current_sum += (string[i] === '0' ? 1 : -1);
        if (current_sum < 0) {
            current_sum = 0;
        }
        max_sum = Math.max(current_sum, max_sum);
    }
    return max_sum ? max_sum : 0;
}",success,1,3,0,"def find_length(string)
  n = string.length
  current_sum = 0
  max_sum = 0
  
  n.times do |i|
    current_sum += (string[i] == '0' ? 1 : -1)
    current_sum = 0 if current_sum < 0
    max_sum = [current_sum, max_sum].max
  end
  
  max_sum
end",success,1,3,0,"pub fn find_length(string: &str) -> i32 {
    let mut current_sum: i32 = 0;
    let mut max_sum: i32 = 0;
    
    for ch in string.chars() {
        current_sum += if ch == '0' { 1 } else { -1 };
        if current_sum < 0 {
            current_sum = 0;
        }
        max_sum = max_sum.max(current_sum);
    }
    
    if max_sum != 0 { max_sum } else { 0 }
}",success,1,3,0,"function find_length(string: string): number {
    const n: number = string.length;
    let current_sum: number = 0;
    let max_sum: number = 0;
    
    for (let i = 0; i < n; i++) {
        current_sum += (string[i] === '0' ? 1 : -1);
        if (current_sum < 0) {
            current_sum = 0;
        }
        max_sum = Math.max(current_sum, max_sum);
    }
    
    return max_sum ? max_sum : 0;
}",success,1,3,0
126,test,sanitized,Write a python function to find the sum of common divisors of two given numbers.,"def sum(a,b): 
    sum = 0
    for i in range (1,min(a,b)): 
        if (a % i == 0 and b % i == 0): 
            sum += i 
    return sum","[""assert sum(10,15) == 6"", ""assert sum(100,150) == 93"", ""assert sum(4,6) == 3""]","package main

func sum(a, b int) int {
	result := 0
	minVal := a
	if b < a {
		minVal = b
	}
	for i := 1; i < minVal; i++ {
		if a%i == 0 && b%i == 0 {
			result += i
		}
	}
	return result
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int sum(int a, int b) {
        int sum = 0;
        for (int i = 1; i < Math.min(a, b); i++) {
            if (a % i == 0 && b % i == 0) {
                sum += i;
            }
        }
        return sum;
    }
}",success,1,3,0,"function sum(a, b) {
    let sum = 0;
    for (let i = 1; i < Math.min(a, b); i++) {
        if (a % i === 0 && b % i === 0) {
            sum += i;
        }
    }
    return sum;
}",success,1,3,0,"def sum(a, b)
  total = 0
  (1...([a, b].min)).each do |i|
    if a % i == 0 && b % i == 0
      total += i
    end
  end
  total
end",success,1,3,0,"pub fn sum(a: i32, b: i32) -> i32 {
    let mut result = 0;
    for i in 1..std::cmp::min(a, b) {
        if a % i == 0 && b % i == 0 {
            result += i;
        }
    }
    result
}",success,1,3,0,"function sum(a: number, b: number): number {
    let sum = 0;
    for (let i = 1; i < Math.min(a, b); i++) {
        if (a % i === 0 && b % i === 0) {
            sum += i;
        }
    }
    return sum;
}",success,1,3,0
127,test,sanitized,Write a function to multiply two integers.,"def multiply_int(x, y):
    if y < 0:
        return -multiply_int(x, -y)
    elif y == 0:
        return 0
    elif y == 1:
        return x
    else:
        return x + multiply_int(x, y - 1)","[""assert multiply_int(10,20)==200"", ""assert multiply_int(5,10)==50"", ""assert multiply_int(4,8)==32""]","package main

func multiply_int(x, y int) int {
    if y < 0 {
        return -multiply_int(x, -y)
    } else if y == 0 {
        return 0
    } else if y == 1 {
        return x
    } else {
        return x + multiply_int(x, y-1)
    }
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int multiply_int(int x, int y) {
        if (y < 0) {
            return -multiply_int(x, -y);
        } else if (y == 0) {
            return 0;
        } else if (y == 1) {
            return x;
        } else {
            return x + multiply_int(x, y - 1);
        }
    }
}",success,1,3,0,"function multiply_int(x, y) {
    if (y < 0) {
        return -multiply_int(x, -y);
    } else if (y === 0) {
        return 0;
    } else if (y === 1) {
        return x;
    } else {
        return x + multiply_int(x, y - 1);
    }
}",success,1,3,0,"def multiply_int(x, y)
  if y < 0
    -multiply_int(x, -y)
  elsif y == 0
    0
  elsif y == 1
    x
  else
    x + multiply_int(x, y - 1)
  end
end",success,1,3,0,"pub fn multiply_int(x: i32, y: i32) -> i32 {
    if y < 0 {
        -multiply_int(x, -y)
    } else if y == 0 {
        0
    } else if y == 1 {
        x
    } else {
        x + multiply_int(x, y - 1)
    }
}",success,1,3,0,"function multiply_int(x: number, y: number): number {
    if (y < 0) {
        return -multiply_int(x, -y);
    } else if (y === 0) {
        return 0;
    } else if (y === 1) {
        return x;
    } else {
        return x + multiply_int(x, y - 1);
    }
}",success,1,3,0
128,test,sanitized,Write a function to find words that are longer than n characters from a given list of words.,"def long_words(n, str):
    word_len = []
    txt = str.split("" "")
    for x in txt:
        if len(x) > n:
            word_len.append(x)
    return word_len	","[""assert long_words(3,\""python is a programming language\"")==['python','programming','language']"", ""assert long_words(2,\""writing a program\"")==['writing','program']"", ""assert long_words(5,\""sorting list\"")==['sorting']""]","package main

import (
	""strings""
)

func long_words(n int, str string) []string {
	word_len := []string{}
	txt := strings.Split(str, "" "")
	for _, x := range txt {
		if len(x) > n {
			word_len = append(word_len, x)
		}
	}
	return word_len
}",success,1,3,0,"import java.util.ArrayList;

public class Solution {
    public static ArrayList<String> long_words(int n, String str) {
        ArrayList<String> word_len = new ArrayList<>();
        String[] txt = str.split("" "");
        for (String x : txt) {
            if (x.length() > n) {
                word_len.add(x);
            }
        }
        return word_len;
    }
}",success,1,3,0,"function long_words(n, str) {
    const word_len = [];
    const txt = str.split("" "");
    for (const x of txt) {
        if (x.length > n) {
            word_len.push(x);
        }
    }
    return word_len;
}",success,1,3,0,"def long_words(n, str)
  str.split("" "").select { |x| x.length > n }
end",success,1,3,0,"pub fn long_words(n: usize, s: &str) -> Vec<String> {
    let mut word_len = Vec::new();
    let txt: Vec<&str> = s.split("" "").collect();
    for x in txt {
        if x.len() > n {
            word_len.push(x.to_string());
        }
    }
    word_len
}",success,1,3,0,"function long_words(n: number, str: string): string[] {
    const word_len: string[] = [];
    const txt: string[] = str.split("" "");
    for (const x of txt) {
        if (x.length > n) {
            word_len.push(x);
        }
    }
    return word_len;
}",success,1,3,0
