task_id,source_split,source_config,text,code_python,test_list,code_rust,code_rust_status,code_rust_attempts,code_rust_tests_passed,code_rust_tests_failed,tests_rust
71,test,sanitized,Write a function to sort a list of elements.,"def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    i = 0
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i+gaps]:
                nums[i], nums[i+gaps] = nums[i+gaps], nums[i]
                swapped = True
            i += 1
    return nums","[""assert comb_sort([5, 15, 37, 25, 79]) == [5, 15, 25, 37, 79]"", ""assert comb_sort([41, 32, 15, 19, 22]) == [15, 19, 22, 32, 41]"", ""assert comb_sort([99, 15, 13, 47]) == [13, 15, 47, 99]""]","pub fn comb_sort(nums: Vec<i32>) -> Vec<i32> {
    let mut nums = nums;
    let shrink_fact: f64 = 1.3;
    let mut gaps = nums.len();
    let mut swapped = true;
    
    while gaps > 1 || swapped {
        gaps = (gaps as f64 / shrink_fact) as usize;
        if gaps < 1 {
            gaps = 1;
        }
        swapped = false;
        let mut i = 0;
        while gaps + i < nums.len() {
            if nums[i] > nums[i + gaps] {
                nums.swap(i, i + gaps);
                swapped = true;
            }
            i += 1;
        }
    }
    nums
}",success,1,3,0,"[{""python_test"": ""assert comb_sort([5, 15, 37, 25, 79]) == [5, 15, 25, 37, 79]"", ""generated_test"": ""let result = comb_sort(vec![5, 15, 37, 25, 79]);\nlet expected = vec![5, 15, 25, 37, 79];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert comb_sort([41, 32, 15, 19, 22]) == [15, 19, 22, 32, 41]"", ""generated_test"": ""let result = comb_sort(vec![41, 32, 15, 19, 22]);\nlet expected = vec![15, 19, 22, 32, 41];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert comb_sort([99, 15, 13, 47]) == [13, 15, 47, 99]"", ""generated_test"": ""let result = comb_sort(vec![99, 15, 13, 47]);\nlet expected = vec![13, 15, 47, 99];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
72,test,sanitized,Write a python function to check whether the given number can be represented as the difference of two squares or not.,"def dif_Square(n): 
    if (n % 4 != 2): 
        return True
    return False","[""assert dif_Square(5) == True"", ""assert dif_Square(10) == False"", ""assert dif_Square(15) == True""]","pub fn dif_Square(n: i32) -> bool {
    n % 4 != 2
}",success,1,3,0,"[{""python_test"": ""assert dif_Square(5) == True"", ""generated_test"": ""let result = dif_Square(5);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert dif_Square(10) == False"", ""generated_test"": ""let result = dif_Square(10);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert dif_Square(15) == True"", ""generated_test"": ""let result = dif_Square(15);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
74,test,sanitized,Write a function to check whether it follows the sequence given in the patterns array.,"def is_samepatterns(colors, patterns):    
    if len(colors) != len(patterns):
        return False    
    sdict = {}
    pset = set()
    sset = set()    
    for i in range(len(patterns)):
        pset.add(patterns[i])
        sset.add(colors[i])
        if patterns[i] not in sdict.keys():
            sdict[patterns[i]] = []

        keys = sdict[patterns[i]]
        keys.append(colors[i])
        sdict[patterns[i]] = keys

    if len(pset) != len(sset):
        return False   

    for values in sdict.values():

        for i in range(len(values) - 1):
            if values[i] != values[i+1]:
                return False

    return True","[""assert is_samepatterns([\""red\"",\""green\"",\""green\""], [\""a\"", \""b\"", \""b\""])==True"", ""assert is_samepatterns([\""red\"",\""green\"",\""greenn\""], [\""a\"",\""b\"",\""b\""])==False"", ""assert is_samepatterns([\""red\"",\""green\"",\""greenn\""], [\""a\"",\""b\""])==False""]","use std::collections::{HashMap, HashSet};

pub fn is_samepatterns(colors: Vec<&str>, patterns: Vec<&str>) -> bool {
    if colors.len() != patterns.len() {
        return false;
    }
    
    let mut sdict: HashMap<&str, Vec<&str>> = HashMap::new();
    let mut pset: HashSet<&str> = HashSet::new();
    let mut sset: HashSet<&str> = HashSet::new();
    
    for i in 0..patterns.len() {
        pset.insert(patterns[i]);
        sset.insert(colors[i]);
        
        sdict.entry(patterns[i]).or_insert_with(Vec::new).push(colors[i]);
    }
    
    if pset.len() != sset.len() {
        return false;
    }
    
    for values in sdict.values() {
        for i in 0..values.len() - 1 {
            if values[i] != values[i + 1] {
                return false;
            }
        }
    }
    
    true
}",success,1,3,0,"[{""python_test"": ""assert is_samepatterns([\""red\"",\""green\"",\""green\""], [\""a\"", \""b\"", \""b\""])==True"", ""generated_test"": ""let colors = vec![\""red\"", \""green\"", \""green\""];\nlet patterns = vec![\""a\"", \""b\"", \""b\""];\nlet result = is_samepatterns(colors, patterns);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_samepatterns([\""red\"",\""green\"",\""greenn\""], [\""a\"",\""b\"",\""b\""])==False"", ""generated_test"": ""let result = is_samepatterns(vec![\""red\"", \""green\"", \""greenn\""], vec![\""a\"", \""b\"", \""b\""]);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_samepatterns([\""red\"",\""green\"",\""greenn\""], [\""a\"",\""b\""])==False"", ""generated_test"": ""let colors = vec![\""red\"", \""green\"", \""greenn\""];\nlet patterns = vec![\""a\"", \""b\""];\nlet result = is_samepatterns(colors, patterns);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
75,test,sanitized,Write a function to find tuples which have all elements divisible by k from the given list of tuples.,"def find_tuples(test_list, K):
  res = [sub for sub in test_list if all(ele % K == 0 for ele in sub)]
  return res","[""assert find_tuples([(6, 24, 12), (7, 9, 6), (12, 18, 21)], 6) == [(6, 24, 12)]"", ""assert find_tuples([(5, 25, 30), (4, 2, 3), (7, 8, 9)], 5) == [(5, 25, 30)]"", ""assert find_tuples([(7, 9, 16), (8, 16, 4), (19, 17, 18)], 4) == [(8, 16, 4)]""]","pub fn find_tuples(test_list: Vec<Vec<i32>>, k: i32) -> Vec<Vec<i32>> {
    test_list
        .into_iter()
        .filter(|sub| sub.iter().all(|ele| ele % k == 0))
        .collect()
}",success,1,3,0,"[{""python_test"": ""assert find_tuples([(6, 24, 12), (7, 9, 6), (12, 18, 21)], 6) == [(6, 24, 12)]"", ""generated_test"": ""let result = find_tuples(vec![vec![6, 24, 12], vec![7, 9, 6], vec![12, 18, 21]], 6);\nlet expected = vec![vec![6, 24, 12]];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_tuples([(5, 25, 30), (4, 2, 3), (7, 8, 9)], 5) == [(5, 25, 30)]"", ""generated_test"": ""let result = find_tuples(vec![vec![5, 25, 30], vec![4, 2, 3], vec![7, 8, 9]], 5);\nlet expected: Vec<Vec<i32>> = vec![vec![5, 25, 30]];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_tuples([(7, 9, 16), (8, 16, 4), (19, 17, 18)], 4) == [(8, 16, 4)]"", ""generated_test"": ""let result = find_tuples(vec![vec![7, 9, 16], vec![8, 16, 4], vec![19, 17, 18]], 4);\nlet expected: Vec<Vec<i32>> = vec![vec![8, 16, 4]];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
77,test,sanitized,Write a python function to find whether a number is divisible by 11.,"def is_Diff(n): 
    return (n % 11 == 0) ","[""assert is_Diff (12345) == False"", ""assert is_Diff(1212112) == True"", ""assert is_Diff(1212) == False""]","pub fn is_Diff(n: i64) -> bool {
    n % 11 == 0
}",success,1,3,0,"[{""python_test"": ""assert is_Diff (12345) == False"", ""generated_test"": ""let result = is_Diff(12345);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_Diff(1212112) == True"", ""generated_test"": ""let result = is_Diff(1212112);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_Diff(1212) == False"", ""generated_test"": ""let result = is_Diff(1212);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
79,test,sanitized,Write a python function to check whether the length of the word is odd or not.,"def word_len(s): 
    s = s.split(' ')   
    for word in s:    
        if len(word)%2!=0: 
            return True  
        else:
          return False","[""assert word_len(\""Hadoop\"") == False"", ""assert word_len(\""great\"") == True"", ""assert word_len(\""structure\"") == True""]","pub fn word_len(s: &str) -> bool {
    let words: Vec<&str> = s.split(' ').collect();
    for word in words {
        if word.len() % 2 != 0 {
            return true;
        } else {
            return false;
        }
    }
    false
}",success,1,3,0,"[{""python_test"": ""assert word_len(\""Hadoop\"") == False"", ""generated_test"": ""let result = word_len(\""Hadoop\"");\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert word_len(\""great\"") == True"", ""generated_test"": ""let result = word_len(\""great\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert word_len(\""structure\"") == True"", ""generated_test"": ""let result = word_len(\""structure\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
80,test,sanitized,Write a function to find the nth tetrahedral number.,"def tetrahedral_number(n): 
	return (n * (n + 1) * (n + 2)) / 6","[""assert tetrahedral_number(5) == 35"", ""assert tetrahedral_number(6) == 56"", ""assert tetrahedral_number(7) == 84""]","pub fn tetrahedral_number(n: i32) -> i32 {
    (n * (n + 1) * (n + 2)) / 6
}",success,1,3,0,"[{""python_test"": ""assert tetrahedral_number(5) == 35"", ""generated_test"": ""let result = tetrahedral_number(5);\nlet expected = 35;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert tetrahedral_number(6) == 56"", ""generated_test"": ""let result = tetrahedral_number(6);\nlet expected = 56;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert tetrahedral_number(7) == 84"", ""generated_test"": ""let result = tetrahedral_number(7);\nlet expected = 84;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
82,test,sanitized,Write a function to find the volume of a sphere.,"import math
def volume_sphere(r):
  volume=(4/3)*math.pi*r*r*r
  return volume","[""assert math.isclose(volume_sphere(10), 4188.790204786391, rel_tol=0.001)"", ""assert math.isclose(volume_sphere(25), 65449.84694978735, rel_tol=0.001)"", ""assert math.isclose(volume_sphere(20), 33510.32163829113, rel_tol=0.001)""]","use std::f64::consts::PI;

pub fn volume_sphere(r: f64) -> f64 {
    (4.0 / 3.0) * PI * r * r * r
}",success,1,3,0,"[{""python_test"": ""assert math.isclose(volume_sphere(10), 4188.790204786391, rel_tol=0.001)"", ""generated_test"": ""let result = volume_sphere(10.0);\nlet expected = 4188.790204786391;\nlet rel_tol = 0.001;\nlet diff = (result - expected).abs();\nlet tolerance = rel_tol * expected.abs();\nif diff <= tolerance {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert math.isclose(volume_sphere(25), 65449.84694978735, rel_tol=0.001)"", ""generated_test"": ""let result = volume_sphere(25.0);\nlet expected = 65449.84694978735;\nlet rel_tol = 0.001;\nlet diff = (result - expected).abs();\nlet tolerance = rel_tol * expected.abs();\nif diff <= tolerance {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert math.isclose(volume_sphere(20), 33510.32163829113, rel_tol=0.001)"", ""generated_test"": ""let result = volume_sphere(20.0);\nlet expected = 33510.32163829113;\nlet rel_tol = 0.001;\nlet diff = (result - expected).abs();\nlet tolerance = rel_tol * expected.abs();\nif diff <= tolerance {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
83,test,sanitized,Write a python function to find the character made by adding the ASCII value of all the characters of the given string modulo 26.,"def get_Char(strr):  
    summ = 0
    for i in range(len(strr)): 
        summ += (ord(strr[i]) - ord('a') + 1)  
    if (summ % 26 == 0): 
        return ord('z') 
    else: 
        summ = summ % 26
        return chr(ord('a') + summ - 1)","[""assert get_Char(\""abc\"") == \""f\"""", ""assert get_Char(\""gfg\"") == \""t\"""", ""assert get_Char(\""ab\"") == \""c\""""]","pub fn get_Char(strr: &str) -> char {
    let mut summ: i32 = 0;
    for c in strr.chars() {
        summ += (c as i32) - ('a' as i32) + 1;
    }
    if summ % 26 == 0 {
        'z'
    } else {
        summ = summ % 26;
        (('a' as i32) + summ - 1) as u8 as char
    }
}",success,1,3,0,"[{""python_test"": ""assert get_Char(\""abc\"") == \""f\"""", ""generated_test"": ""let result = get_Char(\""abc\"");\nlet expected = 'f';\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert get_Char(\""gfg\"") == \""t\"""", ""generated_test"": ""let result = get_Char(\""gfg\"");\nlet expected = 't';\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert get_Char(\""ab\"") == \""c\"""", ""generated_test"": ""let result = get_Char(\""ab\"");\nlet expected = 'c';\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
84,test,sanitized,Write a function to find the nth number in the newman conway sequence.,"def sequence(n): 
	if n == 1 or n == 2: 
		return 1
	else: 
		return sequence(sequence(n-1)) + sequence(n-sequence(n-1))","[""assert sequence(10) == 6"", ""assert sequence(2) == 1"", ""assert sequence(3) == 2""]","pub fn sequence(n: i32) -> i32 {
    if n == 1 || n == 2 {
        1
    } else {
        sequence(sequence(n - 1)) + sequence(n - sequence(n - 1))
    }
}",success,1,3,0,"[{""python_test"": ""assert sequence(10) == 6"", ""generated_test"": ""let result = sequence(10);\nlet expected = 6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert sequence(2) == 1"", ""generated_test"": ""let result = sequence(2);\nlet expected = 1;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert sequence(3) == 2"", ""generated_test"": ""let result = sequence(3);\nlet expected = 2;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
85,test,sanitized,Write a function to find the surface area of a sphere.,"import math
def surfacearea_sphere(r):
  surfacearea=4*math.pi*r*r
  return surfacearea","[""assert math.isclose(surfacearea_sphere(10), 1256.6370614359173, rel_tol=0.001)"", ""assert math.isclose(surfacearea_sphere(15), 2827.4333882308138, rel_tol=0.001)"", ""assert math.isclose(surfacearea_sphere(20), 5026.548245743669, rel_tol=0.001)""]","use std::f64::consts::PI;

pub fn surfacearea_sphere(r: f64) -> f64 {
    4.0 * PI * r * r
}",success,1,3,0,"[{""python_test"": ""assert math.isclose(surfacearea_sphere(10), 1256.6370614359173, rel_tol=0.001)"", ""generated_test"": ""let result = surfacearea_sphere(10.0);\nlet expected = 1256.6370614359173;\nlet rel_tol = 0.001;\nif (result - expected).abs() <= rel_tol * expected.abs() {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert math.isclose(surfacearea_sphere(15), 2827.4333882308138, rel_tol=0.001)"", ""generated_test"": ""let result = surfacearea_sphere(15.0);\nlet expected = 2827.4333882308138;\nlet rel_tol = 0.001;\nlet diff = (result - expected).abs();\nlet tolerance = rel_tol * expected.abs();\nif diff <= tolerance {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert math.isclose(surfacearea_sphere(20), 5026.548245743669, rel_tol=0.001)"", ""generated_test"": ""let result = surfacearea_sphere(20.0);\nlet expected = 5026.548245743669;\nlet rel_tol = 0.001;\nif (result - expected).abs() <= rel_tol * expected.abs() {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
86,test,sanitized,Write a function to find nth centered hexagonal number.,"def centered_hexagonal_number(n):
  return 3 * n * (n - 1) + 1","[""assert centered_hexagonal_number(10) == 271"", ""assert centered_hexagonal_number(2) == 7"", ""assert centered_hexagonal_number(9) == 217""]","pub fn centered_hexagonal_number(n: i32) -> i32 {
    3 * n * (n - 1) + 1
}",success,1,3,0,"[{""python_test"": ""assert centered_hexagonal_number(10) == 271"", ""generated_test"": ""let result = centered_hexagonal_number(10);\nlet expected = 271;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert centered_hexagonal_number(2) == 7"", ""generated_test"": ""let result = centered_hexagonal_number(2);\nlet expected = 7;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert centered_hexagonal_number(9) == 217"", ""generated_test"": ""let result = centered_hexagonal_number(9);\nlet expected = 217;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
