task_id,source_split,source_config,text,code_python,test_list,code_java,code_java_status,code_java_attempts,code_java_tests_passed,code_java_tests_failed,tests_java
85,test,sanitized,Write a function to find the surface area of a sphere.,"import math
def surfacearea_sphere(r):
  surfacearea=4*math.pi*r*r
  return surfacearea","[""assert math.isclose(surfacearea_sphere(10), 1256.6370614359173, rel_tol=0.001)"", ""assert math.isclose(surfacearea_sphere(15), 2827.4333882308138, rel_tol=0.001)"", ""assert math.isclose(surfacearea_sphere(20), 5026.548245743669, rel_tol=0.001)""]","import java.util.*;

public class Solution {
    public static double surfacearea_sphere(double r) {
        double surfacearea = 4 * Math.PI * r * r;
        return surfacearea;
    }
}",success,1,3,0,"[{""python_test"": ""assert math.isclose(surfacearea_sphere(10), 1256.6370614359173, rel_tol=0.001)"", ""generated_test"": ""double result = surfacearea_sphere(10);\ndouble expected = 1256.6370614359173;\ndouble relTol = 0.001;\nif (Math.abs(result - expected) <= relTol * Math.abs(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert math.isclose(surfacearea_sphere(15), 2827.4333882308138, rel_tol=0.001)"", ""generated_test"": ""double result = surfacearea_sphere(15);\ndouble expected = 2827.4333882308138;\ndouble relTol = 0.001;\nif (Math.abs(result - expected) <= relTol * Math.abs(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert math.isclose(surfacearea_sphere(20), 5026.548245743669, rel_tol=0.001)"", ""generated_test"": ""double result = surfacearea_sphere(20);\ndouble expected = 5026.548245743669;\ndouble relTol = 0.001;\nif (Math.abs(result - expected) <= relTol * Math.abs(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
86,test,sanitized,Write a function to find nth centered hexagonal number.,"def centered_hexagonal_number(n):
  return 3 * n * (n - 1) + 1","[""assert centered_hexagonal_number(10) == 271"", ""assert centered_hexagonal_number(2) == 7"", ""assert centered_hexagonal_number(9) == 217""]","import java.util.*;

public class Solution {
    public static int centered_hexagonal_number(int n) {
        return 3 * n * (n - 1) + 1;
    }
}",success,1,3,0,"[{""python_test"": ""assert centered_hexagonal_number(10) == 271"", ""generated_test"": ""int result = centered_hexagonal_number(10);\nint expected = 271;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert centered_hexagonal_number(2) == 7"", ""generated_test"": ""int result = centered_hexagonal_number(2);\nint expected = 7;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert centered_hexagonal_number(9) == 217"", ""generated_test"": ""int result = centered_hexagonal_number(9);\nint expected = 217;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
87,test,sanitized,Write a function to merge three dictionaries into a single dictionary.,"import collections as ct
def merge_dictionaries_three(dict1,dict2, dict3):
    merged_dict = dict(ct.ChainMap({},dict1,dict2,dict3))
    return merged_dict","[""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{ \""O\"": \""Orange\"", \""W\"": \""White\"", \""B\"": \""Black\"" })=={'B': 'Black', 'R': 'Red', 'P': 'Pink', 'G': 'Green', 'W': 'White', 'O': 'Orange'}"", ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""})=={'W': 'White', 'P': 'Pink', 'B': 'Black', 'R': 'Red', 'G': 'Green', 'L': 'lavender'}"", ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""},{ \""G\"": \""Green\"", \""W\"": \""White\"" })=={'B': 'Black', 'P': 'Pink', 'R': 'Red', 'G': 'Green', 'L': 'lavender', 'W': 'White'}""]","import java.util.HashMap;

public class Solution {
    public static HashMap<String, String> merge_dictionaries_three(HashMap<String, String> dict1, HashMap<String, String> dict2, HashMap<String, String> dict3) {
        HashMap<String, String> merged_dict = new HashMap<>();
        
        // ChainMap in Python gives priority to earlier dictionaries
        // So we need to add in reverse order (dict3 first, then dict2, then dict1)
        // This way, dict1's values will overwrite dict2's, and dict2's will overwrite dict3's
        merged_dict.putAll(dict3);
        merged_dict.putAll(dict2);
        merged_dict.putAll(dict1);
        
        return merged_dict;
    }
}",success,1,3,0,"[{""python_test"": ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{ \""O\"": \""Orange\"", \""W\"": \""White\"", \""B\"": \""Black\"" })=={'B': 'Black', 'R': 'Red', 'P': 'Pink', 'G': 'Green', 'W': 'White', 'O': 'Orange'}"", ""generated_test"": ""HashMap<String, String> dict1 = new HashMap<>();\ndict1.put(\""R\"", \""Red\"");\ndict1.put(\""B\"", \""Black\"");\ndict1.put(\""P\"", \""Pink\"");\n\nHashMap<String, String> dict2 = new HashMap<>();\ndict2.put(\""G\"", \""Green\"");\ndict2.put(\""W\"", \""White\"");\n\nHashMap<String, String> dict3 = new HashMap<>();\ndict3.put(\""O\"", \""Orange\"");\ndict3.put(\""W\"", \""White\"");\ndict3.put(\""B\"", \""Black\"");\n\nHashMap<String, String> expected = new HashMap<>();\nexpected.put(\""B\"", \""Black\"");\nexpected.put(\""R\"", \""Red\"");\nexpected.put(\""P\"", \""Pink\"");\nexpected.put(\""G\"", \""Green\"");\nexpected.put(\""W\"", \""White\"");\nexpected.put(\""O\"", \""Orange\"");\n\nHashMap<String, String> result = merge_dictionaries_three(dict1, dict2, dict3);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""})=={'W': 'White', 'P': 'Pink', 'B': 'Black', 'R': 'Red', 'G': 'Green', 'L': 'lavender'}"", ""generated_test"": ""HashMap<String, String> dict1 = new HashMap<>();\ndict1.put(\""R\"", \""Red\"");\ndict1.put(\""B\"", \""Black\"");\ndict1.put(\""P\"", \""Pink\"");\n\nHashMap<String, String> dict2 = new HashMap<>();\ndict2.put(\""G\"", \""Green\"");\ndict2.put(\""W\"", \""White\"");\n\nHashMap<String, String> dict3 = new HashMap<>();\ndict3.put(\""L\"", \""lavender\"");\ndict3.put(\""B\"", \""Blue\"");\n\nHashMap<String, String> expected = new HashMap<>();\nexpected.put(\""W\"", \""White\"");\nexpected.put(\""P\"", \""Pink\"");\nexpected.put(\""B\"", \""Black\"");\nexpected.put(\""R\"", \""Red\"");\nexpected.put(\""G\"", \""Green\"");\nexpected.put(\""L\"", \""lavender\"");\n\nHashMap<String, String> result = merge_dictionaries_three(dict1, dict2, dict3);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""},{ \""G\"": \""Green\"", \""W\"": \""White\"" })=={'B': 'Black', 'P': 'Pink', 'R': 'Red', 'G': 'Green', 'L': 'lavender', 'W': 'White'}"", ""generated_test"": ""HashMap<String, String> dict1 = new HashMap<>();\ndict1.put(\""R\"", \""Red\"");\ndict1.put(\""B\"", \""Black\"");\ndict1.put(\""P\"", \""Pink\"");\n\nHashMap<String, String> dict2 = new HashMap<>();\ndict2.put(\""L\"", \""lavender\"");\ndict2.put(\""B\"", \""Blue\"");\n\nHashMap<String, String> dict3 = new HashMap<>();\ndict3.put(\""G\"", \""Green\"");\ndict3.put(\""W\"", \""White\"");\n\nHashMap<String, String> expected = new HashMap<>();\nexpected.put(\""B\"", \""Black\"");\nexpected.put(\""P\"", \""Pink\"");\nexpected.put(\""R\"", \""Red\"");\nexpected.put(\""G\"", \""Green\"");\nexpected.put(\""L\"", \""lavender\"");\nexpected.put(\""W\"", \""White\"");\n\nHashMap<String, String> result = merge_dictionaries_three(dict1, dict2, dict3);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
88,test,sanitized,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.","import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count","[""assert freq_count([10,10,10,10,20,20,20,20,40,40,50,50,30])==({10: 4, 20: 4, 40: 2, 50: 2, 30: 1})"", ""assert freq_count([1,2,3,4,3,2,4,1,3,1,4])==({1:3, 2:2,3:3,4:3})"", ""assert freq_count([5,6,7,4,9,10,4,5,6,7,9,5])==({10:1,5:3,6:2,7:2,4:2,9:2})""]","import java.util.ArrayList;
import java.util.HashMap;
import java.util.List;

public class Solution {
    public static HashMap<Integer, Integer> freq_count(List<Integer> list1) {
        HashMap<Integer, Integer> freqCount = new HashMap<>();
        for (Integer item : list1) {
            freqCount.put(item, freqCount.getOrDefault(item, 0) + 1);
        }
        return freqCount;
    }
}",success,1,3,0,"[{""python_test"": ""assert freq_count([10,10,10,10,20,20,20,20,40,40,50,50,30])==({10: 4, 20: 4, 40: 2, 50: 2, 30: 1})"", ""generated_test"": ""List<Integer> input = new ArrayList<>();\ninput.add(10);\ninput.add(10);\ninput.add(10);\ninput.add(10);\ninput.add(20);\ninput.add(20);\ninput.add(20);\ninput.add(20);\ninput.add(40);\ninput.add(40);\ninput.add(50);\ninput.add(50);\ninput.add(30);\n\nHashMap<Integer, Integer> expected = new HashMap<>();\nexpected.put(10, 4);\nexpected.put(20, 4);\nexpected.put(40, 2);\nexpected.put(50, 2);\nexpected.put(30, 1);\n\nHashMap<Integer, Integer> result = freq_count(input);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert freq_count([1,2,3,4,3,2,4,1,3,1,4])==({1:3, 2:2,3:3,4:3})"", ""generated_test"": ""List<Integer> input = new ArrayList<>();\ninput.add(1);\ninput.add(2);\ninput.add(3);\ninput.add(4);\ninput.add(3);\ninput.add(2);\ninput.add(4);\ninput.add(1);\ninput.add(3);\ninput.add(1);\ninput.add(4);\n\nHashMap<Integer, Integer> expected = new HashMap<>();\nexpected.put(1, 3);\nexpected.put(2, 2);\nexpected.put(3, 3);\nexpected.put(4, 3);\n\nHashMap<Integer, Integer> result = freq_count(input);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert freq_count([5,6,7,4,9,10,4,5,6,7,9,5])==({10:1,5:3,6:2,7:2,4:2,9:2})"", ""generated_test"": ""List<Integer> input = new ArrayList<>();\nint[] inputArray = {5,6,7,4,9,10,4,5,6,7,9,5};\nfor (int num : inputArray) {\n    input.add(num);\n}\n\nHashMap<Integer, Integer> expected = new HashMap<>();\nexpected.put(10, 1);\nexpected.put(5, 3);\nexpected.put(6, 2);\nexpected.put(7, 2);\nexpected.put(4, 2);\nexpected.put(9, 2);\n\nHashMap<Integer, Integer> result = freq_count(input);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
89,test,sanitized,Write a function to find the closest smaller number than n.,"def closest_num(N):
  return (N - 1)","[""assert closest_num(11) == 10"", ""assert closest_num(7) == 6"", ""assert closest_num(12) == 11""]","import java.util.*;

public class Solution {
    public static int closest_num(int N) {
        return (N - 1);
    }
}",success,1,3,0,"[{""python_test"": ""assert closest_num(11) == 10"", ""generated_test"": ""int result = closest_num(11);\nint expected = 10;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert closest_num(7) == 6"", ""generated_test"": ""int result = closest_num(7);\nint expected = 6;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert closest_num(12) == 11"", ""generated_test"": ""int result = closest_num(12);\nint expected = 11;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
90,test,sanitized,Write a python function to find the length of the longest word.,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max","[""assert len_log([\""python\"",\""PHP\"",\""bigdata\""]) == 7"", ""assert len_log([\""a\"",\""ab\"",\""abc\""]) == 3"", ""assert len_log([\""small\"",\""big\"",\""tall\""]) == 5""]","import java.util.*;

public class Solution {
    public static int len_log(ArrayList<String> list1) {
        int max = list1.get(0).length();
        for (String i : list1) {
            if (i.length() > max) {
                max = i.length();
            }
        }
        return max;
    }
}",success,1,3,0,"[{""python_test"": ""assert len_log([\""python\"",\""PHP\"",\""bigdata\""]) == 7"", ""generated_test"": ""ArrayList<String> testList = new ArrayList<>();\ntestList.add(\""python\"");\ntestList.add(\""PHP\"");\ntestList.add(\""bigdata\"");\nint result = len_log(testList);\nint expected = 7;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert len_log([\""a\"",\""ab\"",\""abc\""]) == 3"", ""generated_test"": ""ArrayList<String> testList = new ArrayList<>();\ntestList.add(\""a\"");\ntestList.add(\""ab\"");\ntestList.add(\""abc\"");\nint result = len_log(testList);\nint expected = 3;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert len_log([\""small\"",\""big\"",\""tall\""]) == 5"", ""generated_test"": ""ArrayList<String> testList = new ArrayList<>();\ntestList.add(\""small\"");\ntestList.add(\""big\"");\ntestList.add(\""tall\"");\nint result = len_log(testList);\nint expected = 5;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
91,test,sanitized,Write a function to check if a string is present as a substring in a given list of string values.,"def find_substring(str1, sub_str):
   if any(sub_str in s for s in str1):
       return True
   return False","[""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ack\"")==True"", ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""abc\"")==False"", ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ange\"")==True""]","import java.util.ArrayList;
import java.util.List;

public class Solution {
    public static boolean find_substring(List<String> str1, String sub_str) {
        for (String s : str1) {
            if (s.contains(sub_str)) {
                return true;
            }
        }
        return false;
    }
}",success,1,3,0,"[{""python_test"": ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ack\"")==True"", ""generated_test"": ""List<String> testList = new ArrayList<>();\ntestList.add(\""red\"");\ntestList.add(\""black\"");\ntestList.add(\""white\"");\ntestList.add(\""green\"");\ntestList.add(\""orange\"");\nboolean result = find_substring(testList, \""ack\"");\nboolean expected = true;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""abc\"")==False"", ""generated_test"": ""List<String> testList = new ArrayList<>();\ntestList.add(\""red\"");\ntestList.add(\""black\"");\ntestList.add(\""white\"");\ntestList.add(\""green\"");\ntestList.add(\""orange\"");\n\nboolean result = find_substring(testList, \""abc\"");\nboolean expected = false;\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ange\"")==True"", ""generated_test"": ""List<String> testList = new ArrayList<>();\ntestList.add(\""red\"");\ntestList.add(\""black\"");\ntestList.add(\""white\"");\ntestList.add(\""green\"");\ntestList.add(\""orange\"");\n\nboolean result = find_substring(testList, \""ange\"");\nboolean expected = true;\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
92,test,sanitized,Write a function to check whether the given number is undulating or not.,"def is_undulating(n): 
	n = str(n)
	if (len(n) <= 2): 
		return False
	for i in range(2, len(n)): 
		if (n[i - 2] != n[i]): 
			return False
	return True","[""assert is_undulating(1212121) == True"", ""assert is_undulating(1991) == False"", ""assert is_undulating(121) == True""]","import java.util.*;

public class Solution {
    public static boolean is_undulating(int n) {
        String s = String.valueOf(n);
        if (s.length() <= 2) {
            return false;
        }
        for (int i = 2; i < s.length(); i++) {
            if (s.charAt(i - 2) != s.charAt(i)) {
                return false;
            }
        }
        return true;
    }
}",success,1,3,0,"[{""python_test"": ""assert is_undulating(1212121) == True"", ""generated_test"": ""boolean result = is_undulating(1212121);\nboolean expected = true;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_undulating(1991) == False"", ""generated_test"": ""boolean result = is_undulating(1991);\nboolean expected = false;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_undulating(121) == True"", ""generated_test"": ""boolean result = is_undulating(121);\nboolean expected = true;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
93,test,sanitized,Write a function to calculate the value of 'a' to the power 'b'.,"def power(a,b):
	if b==0:
		return 1
	elif a==0:
		return 0
	elif b==1:
		return a
	else:
		return a*power(a,b-1)","[""assert power(3,4) == 81"", ""assert power(2,3) == 8"", ""assert power(5,5) == 3125""]","import java.util.*;

public class Solution {
    public static int power(int a, int b) {
        if (b == 0) {
            return 1;
        } else if (a == 0) {
            return 0;
        } else if (b == 1) {
            return a;
        } else {
            return a * power(a, b - 1);
        }
    }
}",success,1,3,0,"[{""python_test"": ""assert power(3,4) == 81"", ""generated_test"": ""int result = power(3, 4);\nint expected = 81;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert power(2,3) == 8"", ""generated_test"": ""int result = power(2, 3);\nint expected = 8;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert power(5,5) == 3125"", ""generated_test"": ""int result = power(5, 5);\nint expected = 3125;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
94,test,sanitized,"Given a list of tuples, write a function that returns the first value of the tuple with the smallest second value.","from operator import itemgetter 
def index_minimum(test_list):
  res = min(test_list, key = itemgetter(1))[0]
  return (res) ","[""assert index_minimum([('Rash', 143), ('Manjeet', 200), ('Varsha', 100)]) == 'Varsha'"", ""assert index_minimum([('Yash', 185), ('Dawood', 125), ('Sanya', 175)]) == 'Dawood'"", ""assert index_minimum([('Sai', 345), ('Salman', 145), ('Ayesha', 96)]) == 'Ayesha'""]","import java.util.List;

public class Solution {
    public static String index_minimum(List<List<Object>> test_list) {
        if (test_list == null || test_list.isEmpty()) {
            return null;
        }
        
        List<Object> minTuple = test_list.get(0);
        int minSecondValue = ((Number) minTuple.get(1)).intValue();
        
        for (int i = 1; i < test_list.size(); i++) {
            List<Object> tuple = test_list.get(i);
            int secondValue = ((Number) tuple.get(1)).intValue();
            if (secondValue < minSecondValue) {
                minSecondValue = secondValue;
                minTuple = tuple;
            }
        }
        
        return (String) minTuple.get(0);
    }
}",success,2,3,0,"[{""python_test"": ""assert index_minimum([('Rash', 143), ('Manjeet', 200), ('Varsha', 100)]) == 'Varsha'"", ""generated_test"": ""List<List<Object>> testList = new java.util.ArrayList<>();\nList<Object> tuple1 = new java.util.ArrayList<>();\ntuple1.add(\""Rash\"");\ntuple1.add(143);\ntestList.add(tuple1);\nList<Object> tuple2 = new java.util.ArrayList<>();\ntuple2.add(\""Manjeet\"");\ntuple2.add(200);\ntestList.add(tuple2);\nList<Object> tuple3 = new java.util.ArrayList<>();\ntuple3.add(\""Varsha\"");\ntuple3.add(100);\ntestList.add(tuple3);\n\nString result = index_minimum(testList);\nString expected = \""Varsha\"";\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert index_minimum([('Yash', 185), ('Dawood', 125), ('Sanya', 175)]) == 'Dawood'"", ""generated_test"": ""List<List<Object>> testList = new java.util.ArrayList<>();\nList<Object> tuple1 = new java.util.ArrayList<>();\ntuple1.add(\""Yash\"");\ntuple1.add(185);\ntestList.add(tuple1);\nList<Object> tuple2 = new java.util.ArrayList<>();\ntuple2.add(\""Dawood\"");\ntuple2.add(125);\ntestList.add(tuple2);\nList<Object> tuple3 = new java.util.ArrayList<>();\ntuple3.add(\""Sanya\"");\ntuple3.add(175);\ntestList.add(tuple3);\n\nString result = index_minimum(testList);\nString expected = \""Dawood\"";\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert index_minimum([('Sai', 345), ('Salman', 145), ('Ayesha', 96)]) == 'Ayesha'"", ""generated_test"": ""List<List<Object>> testList = new java.util.ArrayList<>();\nList<Object> tuple1 = new java.util.ArrayList<>();\ntuple1.add(\""Sai\"");\ntuple1.add(345);\ntestList.add(tuple1);\nList<Object> tuple2 = new java.util.ArrayList<>();\ntuple2.add(\""Salman\"");\ntuple2.add(145);\ntestList.add(tuple2);\nList<Object> tuple3 = new java.util.ArrayList<>();\ntuple3.add(\""Ayesha\"");\ntuple3.add(96);\ntestList.add(tuple3);\n\nString result = index_minimum(testList);\nString expected = \""Ayesha\"";\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
